username,location,text,tweet_date,hashtags_extracted,text_cleaned,loc_country
todayheadline,United States,CDC looks into rare heart issues after COVID-19 vaccination https://t.co/46GvmCl6KW,2021-11-27 15:41:12+00:00,,cdc look rare heart issu covid19 vaccin,Unknown
Cinthya Yanez,United States,"The reason why the Society of Maternal Fetal Medicine, ACOG and the CDC all recommend COVID-19 vaccination for pregnant people is “because if you’re pregnant and you get COVID-19, you’re 3 times more likely to end up in the ICU than somebody who isn’t pregnant,”said Dr. Heshmati.",2021-11-27 09:49:08+00:00,,reason societi matern fetal medicin acog cdc recommend covid19 vaccin pregnant peopl your pregnant get covid19 your time like end icu somebodi isnt pregnantsaid dr heshmati,Unknown
tiktokdemocrats,United States,The #Omicron Variant of COVID-19 should be taken seriously by ALL Americans. Please get vaccinated and boosted. #COVID #coronavirus #NuVariant #vaccination,2021-11-27 06:56:07+00:00,"omicron,covid,coronavirus,nuvariant,vaccination",omicron variant covid19 taken serious american plea get vaccin boost covid coronaviru nuvari vaccin,Unknown
🍿Justice is Served,United States,"#covidiots

Many Southern states, esp LA, AL and MS, have fallen behind the rest of the nation in vaccinating children

Those states rank near the bottom for vaX adolescents and adults, and have among the nation’s highest overall covid-19 death rates

https://t.co/dSKjYrJWfd",2021-11-27 02:10:48+00:00,covidiots,covidiot mani southern state esp la al m fallen behind rest nation vaccin child state rank near bottom vax adolesc adult among nation highest overal covid19 death rate,Unknown
Bob P,United States,"@a_appeliii @JohnJHarwood https://t.co/WquBsD9L9J
20 million..stop lying ..
The one good thing that trump finally did was try to fast track a vaccination and you want to give the credit to Biden..you're not a very good bot",2021-11-27 01:03:00+00:00,,aappeliii johnjharwood millionstop lie one good thing trump final tri fast track vaccin want give credit bidenyour good bot,Unknown
The News Yard,United States,COVID-19: Upper northeast Calgary has highest vaccination rate in Alberta – Calgary | https://t.co/f1UX0OFIKH https://t.co/vNe88SFw3q,2021-11-28 22:58:06+00:00,,covid19 upper northeast calgari highest vaccin rate alberta calgari,Unknown
Prodigal Son,United States,Let the illegal push for punitive lockdown/mandates to force COVID-19 vaccination begin. This is just the start for NY. It’s going to be a “dark winter” #GreatReset #BuildBackBetter https://t.co/9Ydbrjq1xb,2021-11-28 22:49:00+00:00,"greatreset,buildbackbetter",let illeg push punit lockdownmand forc covid19 vaccin begin start ny go dark winter greatreset buildbackbett,Unknown
Leslie (Wondering),United States,"@SharylAttkisson Can't agree at all. Where masking, vaccination, distancing, quarantining are followed scrupulously by the public, the population is managing. Dangerous variants are appearing because not enough people R vaccinated or following advice. We need everyone to help fight Covid 19.",2021-11-28 22:38:40+00:00,,sharylattkisson cant agre mask vaccin distanc quarantin follow scrupul public popul manag danger variant appear enough peopl r vaccin follow advic need everyon help fight covid,Unknown
Marcus Evans 📚 ⚛️ 🔭 ⚖️ 💙 🎼 🏀,United States,"Omicron coronavirus variant seen as a clarion call to vaccinate the globe: While jabs and boosters are offered in the U.S. and much of Europe, vaccination rates remain low in southern Africa, where the Omicron… https://t.co/EJ9DYhWQYI #COVID_19_Pandemic #COVID_19_Vaccines https://t.co/w3gAexvLvK",2021-11-28 21:04:37+00:00,"covid_19_pandemic,covid_19_vaccines",omicron coronaviru variant seen clarion call vaccin globe jab booster offer u much europ vaccin rate remain low southern africa omicron covid19pandem covid19vaccin,Unknown
"THE UNVAXXED PATRIOT, #DoNotComply!",United States,"Some people just don't know what ""ignorance"" is.

The fact of the matter is I probably know more about how the mRNA Covid-19 vaccine works then most of these vaccination cultists do. 

But then again I don't expect much from mask wearing, vaccination #COVIDIOTS.

#DoNotComply https://t.co/C6irKkSHro",2021-11-28 18:23:47+00:00,"covidiots,donotcomply",peopl dont know ignor fact matter probabl know mrna covid19 vaccin work vaccin cultist dont expect much mask wear vaccin covidiot donotcompli,Unknown
💪Ms.Ng,United States,"Now I go to NYC's Covid-19 website &amp; try to get an apptm there, but it only gives me 2 selections: Pfizer or J&amp;J?.. what gives?  Where is Moderna? Why is getting a vaccination so hard? And they wonder why many are not vaccinated? Imagine those with no resources such as internet?",2021-11-28 18:00:27+00:00,,go nyc covid19 websit amp tri get apptm give select pfizer jampj give moderna get vaccin hard wonder mani vaccin imagin resourc internet,Unknown
Radiology Business,United States,ICYMI: Radiology department shares tips to mitigate COVID-19 vaccination mandates' impact on operations. @HenryFordNews @BrentDGriffith @JACRJournal @ruthcarlosmd https://t.co/ixSOXEzibx,2021-11-28 17:01:16+00:00,,icymi radiolog depart share tip mitig covid19 vaccin mandat impact oper henryfordnew brentdgriffith jacrjourn ruthcarlosmd,Unknown
Jim Cramer Apologist,United States,"@MrNaivete @mikefromohio13 @alternabirth @savvymike1 @KimIversenShow So 300 out of 5+ million people got myocarditis. It was “usually mild”. But if you’re really worried about myocarditis, you’d want the vaccine because Covid itself is more likely to cause myocarditis than the vaccine. https://t.co/IsM7CSk0uE https://t.co/ukTMyXpC4R",2021-11-28 15:53:56+00:00,,mrnaivet mikefromohio13 alternabirth savvymike1 kimiversenshow million peopl got myocard usual mild your realli worri myocard youd want vaccin covid like caus myocard vaccin,Unknown
Dr. Debra Gonsher Vinik,United States,"@globaldan You wrote, “Federal data released in August found that Covid-19 poses a significantly higher risk to women who are pregnant, and far outweighs the risks of vaccination.” Not correct. In fact the data showed, and the CDC wrote, just the opposite. Please correct/retract.",2021-11-28 11:53:42+00:00,,globaldan wrote feder data releas august found covid19 pose significantli higher risk woman pregnant far outweigh risk vaccin correct fact data show cdc wrote opposit plea correctretract,Unknown
Ronnie2012,United States,@SarahMi24873360 @KEVINTICE7 @EEHELI @washingtonpost “This study confirms that COVID-19 vaccination reduces the risk of delta variant infection and also accelerates viral clearance in the context of the delta variant. “ I guess you missed the conclusion of the study.,2021-11-28 06:04:30+00:00,,sarahmi24873360 kevintice7 eeh washingtonpost studi confirm covid19 vaccin reduc risk delta variant infect also acceler viral clearanc context delta variant guess miss conclus studi,Unknown
All Source Pregnancy,United States,"""The data reviewed herein suggest that maternal SARS-CoV-2-specific binding antibodies are efficiently transferred via the placenta and breast milk following maternal mRNA COVID-19 vaccination. Moreover, antibodies retain strong neutralizing capacity."" https://t.co/clE7ElkDCp",2021-11-29 23:52:33+00:00,,data review herein suggest matern sarscov2specif bind antibodi effici transfer via placenta breast milk follow matern mrna covid19 vaccin moreov antibodi retain strong neutral capac,Unknown
ENM News,United States,"BOSTON — A COVID-19 vaccination passport program that would allow residents to quickly demonstrate their vaccine status could be up and running in Massachusetts and several other states soon, Gov. Charlie Baker said Monday. Read more...

https://t.co/dMWc3rmNN3 https://t.co/f13C21wogX",2021-11-29 23:46:17+00:00,,boston covid19 vaccin passport program would allow resid quickli demonstr vaccin statu could run massachusett sever state soon gov charli baker said monday read,Unknown
Newsmax,United States,"Every New Yorker regardless of vaccination status is encouraged to wear a mask in indoor public settings, according to a new mask advisory issued Monday by New York City’s health commissioner as concerns about the omicron COVID-19 variant spreads. https://t.co/I837CZygis",2021-11-29 21:15:00+00:00,,everi new yorker regardless vaccin statu encourag wear mask indoor public set accord new mask advisori issu monday new york citi health commission concern omicron covid19 variant spread,Unknown
🇺🇸Let's Go Brandon🇺🇸,United States,"US Deputy Assistant Secretary 
All position is a part of the Mandatory Coronavirus Disease (COVID-19) Vaccination Program for Department of Veterans Affairs (VA) Employees.",2021-11-29 21:07:15+00:00,,u deputi assist secretari posit part mandatori coronaviru diseas covid19 vaccin program depart veteran affair va employe,Unknown
AllSides,United States,"""After excluding approximately 87,500 people with a vaccination record, researchers found that those with immunity due to recovering from COVID-19 had little risk of reinfection or severe cases of the disease.""

Report from @epochtimes, Lean Right bias:

https://t.co/ssZecFfpkP",2021-11-29 20:30:00+00:00,,exclud approxim peopl vaccin record research found immun due recov covid19 littl risk reinfect sever case diseas report epochtim lean right bia,Unknown
The Center Square,United States,Members of the Phoenix City Council are demanding a vote on a previous decision to adhere to President Joe Biden’s COVID-19 vaccination mandate.  https://t.co/52gM9zzVhb,2021-11-29 20:14:01+00:00,,member phoenix citi council demand vote previou decis adher presid joe biden covid19 vaccin mandat,Unknown
Edward Nirenberg,United States,Omicron has potential to be a big problem. We must push for speedy and efficient COVID-19 vaccination rollout to lower and middle income countries so that we can suppress the emergence of more problematic variants. Join #Vax4All to make a difference. 🌍 #VaccinEquity @CMMBTweets,2021-11-29 19:09:38+00:00,"vax4all,vaccinequity",omicron potenti big problem must push speedi effici covid19 vaccin rollout lower middl incom countri suppress emerg problemat variant join vax4al make differ vaccinequ cmmbtweet,Unknown
Truth & Social Justice,United States,"#US total vaccination rate under 60%. Highest rates in NE states like #Vermont, #Main over 72%. Lowest rates in deep south, most under 50%. 🤦‍♂️

https://t.co/n1c0HGscGC",2021-11-29 18:10:38+00:00,"us,vermont,main",u total vaccin rate highest rate ne state like vermont main lowest rate deep south,Unknown
@AHovas,United States,Both Vaccination shots as required and got Covid-19.    100% Vaccination did not work !!!,2021-11-29 18:07:13+00:00,,vaccin shot requir got covid19 vaccin work,Unknown
Newsmax,United States,"The discovery of the omicron coronavirus variant is serious and shows the need for increased global vaccination efforts, but it won't set the fight against the COVID-19 pandemic back, the dean of Brown University's School of Public Health said. https://t.co/jtXGbtOHW6",2021-11-29 17:50:01+00:00,,discoveri omicron coronaviru variant seriou show need increas global vaccin effort wont set fight covid19 pandem back dean brown univers school public health said,Unknown
Vaccinate Your Family,United States,"“How Vaccine Makers Plan to Address the New COVID-19 Omicron Variant” - via @NPR - https://t.co/c0zYl5qfFX
--
#COVID19 #covidvaccine  #vaxnews #vaccines #vaccineswork #covid19vaccines #COVID19vaccine #vaccination",2021-11-29 16:59:01+00:00,"covid19,covidvaccine,vaxnews,vaccines,vaccineswork,covid19vaccines,covid19vaccine,vaccination",vaccin maker plan address new covid19 omicron variant via npr covid19 covidvaccin vaxnew vaccin vaccineswork covid19vaccin covid19vaccin vaccin,Unknown
@AHovas,United States,@MikeCompton @WhalenMona @tuckersright @JuJuSkier @BearsProtect @RestartMIGAs @Bellamari8mazz @alcamedes @ImaP91 @PauWitkowski @Mrcy_Grce @USARGB @RSKellner @TwinkieAngry @DeathDlr13 @TrumpsBlonde_1 @Jim_Talks @JPfromHB @TheReturn63 @skipmav @locoashes @MNRick4Trump @Jrs4A @CartoonsBen Both Vaccination shots as required and got Covid-19.    100% Vaccination did not work !!!,2021-11-29 16:02:22+00:00,,mikecompton whalenmona tuckersright jujuski bearsprotect restartmiga bellamari8mazz alcamed imap91 pauwitkowski mrcygrc usargb rskellner twinkieangri deathdlr13 trumpsblonde1 jimtalk jpfromhb thereturn63 skipmav locoash mnrick4trump jrs4a cartoonsben vaccin shot requir got covid19 vaccin work,Unknown
Jeffrey Duclow - eCapital SVP Business Development,United States,"Some hospitals and nursing homes are preparing to operate without up to a third of their staff if those workers don’t comply with a federal Covid-19 vaccination mandate. Some providers are sorting through requests for exemptions.  
#eCapital

https://t.co/VaFKnY1LtA via @WSJ",2021-11-29 15:20:00+00:00,ecapital,hospit nurs home prepar oper without third staff worker dont compli feder covid19 vaccin mandat provid sort request exempt ecapit via wsj,Unknown
